,train,val,test
93,test_007,,
94,normal_124,,
95,test_012,,
96,test_014,,
97,test_017,,
98,test_019,,
99,test_020,,
100,normal_020,,
101,test_022,,
102,test_023,,
103,test_024,,
104,test_025,,
105,test_028,,
106,normal_088,,
107,test_031,,
108,test_032,,
109,test_034,,
110,test_036,,
111,test_037,,
112,test_039,,
113,normal_153,,
114,test_041,,
115,test_042,,
116,test_043,,
117,test_044,,
118,test_045,,
119,test_047,,
120,test_050,,
121,test_053,,
122,test_055,,
123,test_056,,
124,test_057,,
125,test_058,,
126,test_059,,
127,test_060,,
128,test_062,,
129,test_063,,
130,test_067,,
131,test_070,,
132,normal_091,,
133,test_072,,
134,test_076,,
135,test_077,,
136,test_078,,
137,test_080,,
138,test_081,,
139,normal_081,,
140,test_083,,
141,test_086,,
142,test_087,,
143,test_088,,
144,test_089,,
145,test_093,,
146,test_095,,
147,test_096,,
148,test_098,,
149,test_100,,
150,normal_006,,
151,test_103,,
152,test_106,,
153,test_107,,
154,test_109,,
155,test_112,,
156,test_115,,
157,test_119,,
158,test_120,,
159,normal_093,,
160,test_124,,
161,test_125,,
162,test_126,,
163,test_127,,
164,test_128,,
165,test_130,,
166,normal_133,,
167,normal_012,,
168,normal_048,,
169,normal_141,,
170,normal_077,,
171,normal_027,,
172,normal_076,,
173,normal_147,,
174,normal_021,,
175,normal_135,,
176,normal_031,,
177,normal_094,,
178,normal_096,,
179,normal_102,,
180,normal_122,,
181,normal_015,,
182,normal_121,,
183,normal_110,,
184,normal_050,,
185,normal_097,,
186,normal_098,,
187,normal_067,,
188,normal_005,,
189,normal_140,,
190,normal_155,,
191,tumor_076,,
192,tumor_037,,
193,tumor_094,,
194,tumor_008,,
195,tumor_013,,
196,tumor_028,,
197,tumor_067,,
198,tumor_065,,
199,tumor_018,,
200,tumor_004,,
201,tumor_106,,
202,tumor_111,,
203,tumor_068,,
204,tumor_088,,
205,tumor_082,,
206,tumor_011,,
207,tumor_052,,
208,tumor_062,,
209,tumor_010,,
210,tumor_099,,
211,tumor_049,,
212,tumor_023,,
213,tumor_064,,
214,tumor_086,,
215,tumor_014,,
216,tumor_009,,
217,tumor_001,,
218,tumor_054,,
219,tumor_061,,
220,tumor_091,,
221,tumor_078,,
222,tumor_102,,
223,tumor_101,,
224,tumor_098,,
225,tumor_045,,
226,tumor_100,,
227,tumor_105,,
228,tumor_107,,
229,tumor_029,,
230,tumor_096,,
231,tumor_073,,
232,tumor_016,,
233,tumor_024,,
234,tumor_093,,
235,tumor_031,,
236,tumor_039,,
237,tumor_059,,
238,tumor_097,,
239,tumor_060,,
240,tumor_080,,
241,tumor_090,,
242,tumor_079,,
243,tumor_089,,
244,tumor_103,,
245,tumor_056,,
246,tumor_069,,
247,tumor_075,,
248,test_001,,
249,test_002,,
250,test_010,,
251,test_011,,
252,test_013,,
253,test_016,,
254,test_021,,
255,test_026,,
256,test_029,,
257,tumor_007,,
258,test_033,,
259,test_038,,
260,test_040,,
261,test_046,,
262,test_048,,
263,test_051,,
264,tumor_033,,
265,test_052,,
266,test_061,,
267,tumor_081,,
268,test_064,,
269,test_065,,
270,test_068,,
271,test_069,,
272,test_071,,
273,test_073,,
274,test_074,,
275,test_075,,
276,test_079,,
277,test_082,,
278,test_084,,
279,test_090,,
280,tumor_108,,
281,test_094,,
282,test_097,,
283,test_102,,
284,test_104,,
285,test_105,,
286,test_110,,
287,tumor_015,,
288,test_113,,
289,test_114,,
290,test_116,,
291,test_117,,
292,test_121,,
293,test_122,,
294,tumor_055,,
295,tumor_070,,
296,tumor_038,,
297,tumor_032,,
298,tumor_050,,
299,tumor_035,,
300,tumor_025,,
301,tumor_005,,
302,tumor_058,,
303,tumor_030,,
304,tumor_048,,
305,tumor_026,,
306,tumor_012,,
307,tumor_047,,
308,tumor_066,,
309,tumor_057,,
310,tumor_044,,
311,tumor_021,,
312,tumor_051,,
313,tumor_040,,
314,tumor_083,,
315,tumor_085,,
316,tumor_043,,
317,tumor_104,,
318,tumor_087,,
