,train,val,test
167,normal_011,,
168,normal_079,,
169,normal_028,,
170,normal_014,,
171,normal_023,,
172,normal_147,,
173,normal_021,,
174,normal_013,,
175,normal_031,,
176,normal_096,,
177,normal_102,,
178,normal_122,,
179,normal_015,,
180,normal_121,,
181,normal_110,,
182,normal_050,,
183,normal_097,,
184,normal_022,,
185,normal_098,,
186,normal_123,,
187,normal_005,,
188,normal_099,,
189,normal_140,,
190,normal_155,,
191,tumor_020,,
192,tumor_076,,
193,tumor_037,,
194,tumor_008,,
195,tumor_028,,
196,tumor_067,,
197,tumor_065,,
198,tumor_042,,
199,tumor_004,,
200,tumor_003,,
201,tumor_006,,
202,tumor_034,,
203,tumor_106,,
204,tumor_022,,
205,tumor_111,,
206,tumor_068,,
207,tumor_092,,
208,tumor_088,,
209,tumor_036,,
210,tumor_074,,
211,tumor_062,,
212,tumor_010,,
213,tumor_099,,
214,tumor_049,,
215,tumor_064,,
216,tumor_086,,
217,tumor_077,,
218,tumor_014,,
219,tumor_009,,
220,tumor_001,,
221,tumor_054,,
222,tumor_061,,
223,tumor_091,,
224,tumor_102,,
225,tumor_101,,
226,tumor_045,,
227,tumor_100,,
228,tumor_105,,
229,tumor_002,,
230,tumor_107,,
231,tumor_029,,
232,tumor_046,,
233,tumor_073,,
234,tumor_016,,
235,tumor_024,,
236,tumor_019,,
237,tumor_093,,
238,tumor_110,,
239,tumor_039,,
240,tumor_059,,
241,tumor_084,,
242,tumor_097,,
243,tumor_072,,
244,tumor_060,,
245,tumor_095,,
246,tumor_090,,
247,tumor_089,,
248,tumor_017,,
249,tumor_027,,
250,tumor_056,,
251,tumor_069,,
252,tumor_075,,
253,test_001,,
254,test_002,,
255,test_004,,
256,test_010,,
257,test_011,,
258,test_013,,
259,test_016,,
260,test_021,,
261,test_026,,
262,test_027,,
263,test_029,,
264,test_030,,
265,tumor_007,,
266,test_033,,
267,test_038,,
268,test_046,,
269,test_048,,
270,test_051,,
271,test_061,,
272,tumor_081,,
273,test_064,,
274,test_065,,
275,test_066,,
276,test_068,,
277,test_069,,
278,test_071,,
279,test_074,,
280,test_075,,
281,test_079,,
282,test_082,,
283,test_084,,
284,test_090,,
285,tumor_108,,
286,test_092,,
287,test_094,,
288,test_102,,
289,test_104,,
290,test_105,,
291,test_108,,
292,test_110,,
293,tumor_015,,
294,test_113,,
295,test_114,,
296,test_117,,
297,test_121,,
298,test_122,,
299,tumor_055,,
300,tumor_070,,
301,tumor_038,,
302,tumor_050,,
303,tumor_041,,
304,tumor_035,,
305,tumor_025,,
306,tumor_005,,
307,tumor_058,,
308,tumor_030,,
309,tumor_026,,
310,tumor_012,,
311,tumor_066,,
312,tumor_057,,
313,tumor_071,,
314,tumor_051,,
315,tumor_083,,
316,tumor_043,,
317,tumor_104,,
318,tumor_087,,
