,train,val,test
148,test_106,,
149,test_107,,
150,test_109,,
151,test_111,,
152,test_112,,
153,test_115,,
154,test_118,,
155,test_119,,
156,test_124,,
157,test_125,,
158,test_126,,
159,test_128,,
160,test_129,,
161,test_130,,
162,normal_158,,
163,normal_012,,
164,normal_141,,
165,normal_077,,
166,normal_054,,
167,normal_011,,
168,normal_014,,
169,normal_023,,
170,normal_147,,
171,normal_021,,
172,normal_135,,
173,normal_013,,
174,normal_031,,
175,normal_094,,
176,normal_096,,
177,normal_122,,
178,normal_015,,
179,normal_121,,
180,normal_110,,
181,normal_022,,
182,normal_098,,
183,normal_151,,
184,normal_067,,
185,normal_082,,
186,normal_123,,
187,normal_005,,
188,normal_099,,
189,normal_140,,
190,normal_155,,
191,tumor_020,,
192,tumor_076,,
193,tumor_037,,
194,tumor_094,,
195,tumor_008,,
196,tumor_013,,
197,tumor_028,,
198,tumor_067,,
199,tumor_065,,
200,tumor_018,,
201,tumor_004,,
202,tumor_003,,
203,tumor_006,,
204,tumor_034,,
205,tumor_106,,
206,tumor_022,,
207,tumor_068,,
208,tumor_092,,
209,tumor_109,,
210,tumor_088,,
211,tumor_082,,
212,tumor_063,,
213,tumor_011,,
214,tumor_036,,
215,tumor_074,,
216,tumor_052,,
217,tumor_062,,
218,tumor_099,,
219,tumor_049,,
220,tumor_023,,
221,tumor_064,,
222,tumor_086,,
223,tumor_077,,
224,tumor_014,,
225,tumor_009,,
226,tumor_001,,
227,tumor_091,,
228,tumor_101,,
229,tumor_098,,
230,tumor_105,,
231,tumor_002,,
232,tumor_107,,
233,tumor_046,,
234,tumor_096,,
235,tumor_073,,
236,tumor_016,,
237,tumor_024,,
238,tumor_093,,
239,tumor_031,,
240,tumor_110,,
241,tumor_039,,
242,tumor_084,,
243,tumor_097,,
244,tumor_072,,
245,tumor_060,,
246,tumor_080,,
247,tumor_095,,
248,tumor_090,,
249,tumor_079,,
250,tumor_089,,
251,tumor_103,,
252,tumor_017,,
253,tumor_027,,
254,tumor_056,,
255,tumor_069,,
256,test_001,,
257,test_002,,
258,test_004,,
259,test_008,,
260,test_010,,
261,test_011,,
262,test_013,,
263,test_016,,
264,test_021,,
265,test_026,,
266,test_027,,
267,test_029,,
268,test_030,,
269,tumor_007,,
270,test_033,,
271,test_038,,
272,test_040,,
273,test_046,,
274,test_048,,
275,tumor_033,,
276,test_061,,
277,test_064,,
278,test_068,,
279,test_069,,
280,test_073,,
281,test_074,,
282,test_079,,
283,test_082,,
284,test_090,,
285,test_092,,
286,test_094,,
287,test_097,,
288,test_099,,
289,test_102,,
290,test_104,,
291,test_108,,
292,test_110,,
293,tumor_015,,
294,test_114,,
295,test_116,,
296,test_117,,
297,test_122,,
298,tumor_055,,
299,tumor_070,,
300,tumor_032,,
301,tumor_050,,
302,tumor_041,,
303,tumor_035,,
304,tumor_025,,
305,tumor_058,,
306,tumor_030,,
307,tumor_053,,
308,tumor_048,,
309,tumor_012,,
310,tumor_047,,
311,tumor_057,,
312,tumor_044,,
313,tumor_040,,
314,tumor_083,,
315,tumor_085,,
316,tumor_043,,
317,tumor_104,,
318,tumor_087,,
