,train,val,test
232,tumor_073,,
233,tumor_016,,
234,tumor_024,,
235,tumor_019,,
236,tumor_093,,
237,tumor_031,,
238,tumor_084,,
239,tumor_072,,
240,tumor_060,,
241,tumor_080,,
242,tumor_095,,
243,tumor_090,,
244,tumor_079,,
245,tumor_103,,
246,tumor_017,,
247,tumor_027,,
248,tumor_056,,
249,tumor_069,,
250,tumor_075,,
251,test_001,,
252,test_002,,
253,test_008,,
254,test_010,,
255,test_013,,
256,test_021,,
257,test_026,,
258,test_027,,
259,test_029,,
260,tumor_007,,
261,test_033,,
262,test_040,,
263,test_046,,
264,test_048,,
265,test_051,,
266,test_052,,
267,test_061,,
268,tumor_081,,
269,test_064,,
270,test_065,,
271,test_066,,
272,test_068,,
273,test_069,,
274,test_073,,
275,test_075,,
276,test_079,,
277,test_082,,
278,test_084,,
279,test_090,,
280,tumor_108,,
281,test_092,,
282,test_094,,
283,test_097,,
284,test_099,,
285,test_102,,
286,test_105,,
287,test_108,,
288,test_110,,
289,tumor_015,,
290,test_113,,
291,test_114,,
292,test_116,,
293,test_117,,
294,test_121,,
295,test_122,,
296,tumor_055,,
297,tumor_032,,
298,tumor_050,,
299,tumor_041,,
300,tumor_035,,
301,tumor_025,,
302,tumor_005,,
303,tumor_030,,
304,tumor_053,,
305,tumor_048,,
306,tumor_026,,
307,tumor_012,,
308,tumor_047,,
309,tumor_066,,
310,tumor_057,,
311,tumor_044,,
312,tumor_071,,
313,tumor_051,,
314,tumor_040,,
315,tumor_083,,
316,tumor_085,,
317,tumor_104,,
318,tumor_087,,
