,train,val,test
90,test_006,,
91,test_007,,
92,test_009,,
93,normal_124,,
94,test_012,,
95,test_014,,
96,test_015,,
97,test_019,,
98,test_020,,
99,test_024,,
100,test_025,,
101,test_032,,
102,test_035,,
103,test_036,,
104,test_037,,
105,test_039,,
106,normal_153,,
107,test_042,,
108,test_043,,
109,test_044,,
110,test_045,,
111,test_047,,
112,test_050,,
113,test_053,,
114,test_054,,
115,test_056,,
116,test_057,,
117,test_058,,
118,test_062,,
119,test_063,,
120,test_067,,
121,normal_091,,
122,test_072,,
123,test_076,,
124,test_077,,
125,test_080,,
126,test_081,,
127,normal_081,,
128,test_083,,
129,test_085,,
130,test_086,,
131,test_087,,
132,test_088,,
133,test_089,,
134,test_091,,
135,test_093,,
136,test_095,,
137,test_096,,
138,test_098,,
139,test_100,,
140,normal_006,,
141,test_103,,
142,test_106,,
143,test_107,,
144,test_109,,
145,test_111,,
146,test_112,,
147,test_115,,
148,test_118,,
149,test_119,,
150,test_120,,
151,normal_093,,
152,test_123,,
153,test_124,,
154,test_125,,
155,test_126,,
156,test_127,,
157,test_129,,
158,test_130,,
159,normal_158,,
160,normal_133,,
161,normal_012,,
162,normal_048,,
163,normal_141,,
164,normal_054,,
165,normal_011,,
166,normal_028,,
167,normal_076,,
168,normal_023,,
169,normal_147,,
170,normal_021,,
171,normal_135,,
172,normal_013,,
173,normal_031,,
174,normal_096,,
175,normal_102,,
176,normal_122,,
177,normal_015,,
178,normal_121,,
179,normal_110,,
180,normal_050,,
181,normal_097,,
182,normal_022,,
183,normal_098,,
184,normal_067,,
185,normal_082,,
186,normal_123,,
187,normal_005,,
188,normal_099,,
189,normal_140,,
190,normal_155,,
191,tumor_076,,
192,tumor_037,,
193,tumor_094,,
194,tumor_008,,
195,tumor_028,,
196,tumor_067,,
197,tumor_065,,
198,tumor_004,,
199,tumor_003,,
200,tumor_006,,
201,tumor_034,,
202,tumor_106,,
203,tumor_022,,
204,tumor_111,,
205,tumor_068,,
206,tumor_092,,
207,tumor_109,,
208,tumor_088,,
209,tumor_063,,
210,tumor_011,,
211,tumor_074,,
212,tumor_052,,
213,tumor_062,,
214,tumor_099,,
215,tumor_049,,
216,tumor_023,,
217,tumor_086,,
218,tumor_077,,
219,tumor_014,,
220,tumor_009,,
221,tumor_054,,
222,tumor_061,,
223,tumor_091,,
224,tumor_102,,
225,tumor_101,,
226,tumor_098,,
227,tumor_045,,
228,tumor_100,,
229,tumor_105,,
230,tumor_002,,
231,tumor_029,,
232,tumor_046,,
233,tumor_096,,
234,tumor_073,,
235,tumor_016,,
236,tumor_024,,
237,tumor_093,,
238,tumor_031,,
239,tumor_059,,
240,tumor_084,,
241,tumor_097,,
242,tumor_072,,
243,tumor_060,,
244,tumor_089,,
245,tumor_103,,
246,tumor_027,,
247,tumor_069,,
248,tumor_075,,
249,test_001,,
250,test_004,,
251,test_008,,
252,test_010,,
253,test_011,,
254,test_013,,
255,test_016,,
256,test_021,,
257,test_027,,
258,test_029,,
259,test_030,,
260,test_033,,
261,test_038,,
262,test_040,,
263,test_046,,
264,test_048,,
265,test_051,,
266,tumor_033,,
267,test_052,,
268,test_061,,
269,tumor_081,,
270,test_064,,
271,test_065,,
272,test_066,,
273,test_068,,
274,test_069,,
275,test_071,,
276,test_073,,
277,test_075,,
278,test_079,,
279,test_082,,
280,test_084,,
281,tumor_108,,
282,test_092,,
283,test_094,,
284,test_097,,
285,test_099,,
286,test_104,,
287,test_105,,
288,test_108,,
289,test_110,,
290,tumor_015,,
291,test_113,,
292,test_114,,
293,test_116,,
294,test_121,,
295,test_122,,
296,tumor_055,,
297,tumor_070,,
298,tumor_038,,
299,tumor_032,,
300,tumor_050,,
301,tumor_041,,
302,tumor_035,,
303,tumor_025,,
304,tumor_030,,
305,tumor_053,,
306,tumor_048,,
307,tumor_026,,
308,tumor_012,,
309,tumor_066,,
310,tumor_057,,
311,tumor_044,,
312,tumor_071,,
313,tumor_021,,
314,tumor_051,,
315,tumor_085,,
316,tumor_043,,
317,tumor_104,,
318,tumor_087,,
