,train,val,test
94,test_007,,
95,normal_124,,
96,test_012,,
97,test_014,,
98,test_015,,
99,test_020,,
100,normal_020,,
101,test_022,,
102,test_023,,
103,test_025,,
104,test_028,,
105,normal_088,,
106,test_031,,
107,test_032,,
108,test_034,,
109,test_036,,
110,test_037,,
111,test_039,,
112,normal_153,,
113,test_041,,
114,test_042,,
115,test_043,,
116,test_044,,
117,test_045,,
118,test_047,,
119,test_053,,
120,test_054,,
121,test_057,,
122,test_058,,
123,test_059,,
124,test_060,,
125,test_062,,
126,test_063,,
127,test_067,,
128,test_070,,
129,normal_091,,
130,test_076,,
131,test_078,,
132,test_080,,
133,test_081,,
134,normal_081,,
135,test_085,,
136,test_086,,
137,test_087,,
138,test_088,,
139,test_091,,
140,test_093,,
141,test_095,,
142,test_100,,
143,test_101,,
144,normal_006,,
145,test_106,,
146,test_107,,
147,test_109,,
148,test_111,,
149,test_112,,
150,test_115,,
151,test_119,,
152,test_123,,
153,test_124,,
154,test_125,,
155,test_126,,
156,test_127,,
157,test_128,,
158,test_129,,
159,test_130,,
160,normal_158,,
161,normal_133,,
162,normal_048,,
163,normal_141,,
164,normal_077,,
165,normal_054,,
166,normal_027,,
167,normal_011,,
168,normal_079,,
169,normal_028,,
170,normal_076,,
171,normal_014,,
172,normal_023,,
173,normal_147,,
174,normal_135,,
175,normal_013,,
176,normal_031,,
177,normal_096,,
178,normal_015,,
179,normal_121,,
180,normal_110,,
181,normal_050,,
182,normal_022,,
183,normal_151,,
184,normal_067,,
185,normal_082,,
186,normal_123,,
187,normal_005,,
188,normal_099,,
189,normal_140,,
190,normal_155,,
191,tumor_020,,
192,tumor_076,,
193,tumor_037,,
194,tumor_094,,
195,tumor_008,,
196,tumor_028,,
197,tumor_067,,
198,tumor_018,,
199,tumor_003,,
200,tumor_006,,
201,tumor_034,,
202,tumor_106,,
203,tumor_068,,
204,tumor_092,,
205,tumor_088,,
206,tumor_063,,
207,tumor_011,,
208,tumor_036,,
209,tumor_052,,
210,tumor_010,,
211,tumor_049,,
212,tumor_023,,
213,tumor_064,,
214,tumor_077,,
215,tumor_014,,
216,tumor_009,,
217,tumor_001,,
218,tumor_054,,
219,tumor_061,,
220,tumor_091,,
221,tumor_078,,
222,tumor_102,,
223,tumor_101,,
224,tumor_098,,
225,tumor_045,,
226,tumor_100,,
227,tumor_105,,
228,tumor_002,,
229,tumor_107,,
230,tumor_046,,
231,tumor_096,,
232,tumor_073,,
233,tumor_016,,
234,tumor_024,,
235,tumor_019,,
236,tumor_093,,
237,tumor_110,,
238,tumor_039,,
239,tumor_059,,
240,tumor_084,,
241,tumor_097,,
242,tumor_072,,
243,tumor_060,,
244,tumor_080,,
245,tumor_095,,
246,tumor_079,,
247,tumor_089,,
248,tumor_017,,
249,tumor_027,,
250,tumor_056,,
251,tumor_075,,
252,test_001,,
253,test_002,,
254,test_004,,
255,test_008,,
256,test_011,,
257,test_013,,
258,test_016,,
259,test_026,,
260,test_027,,
261,test_029,,
262,test_030,,
263,tumor_007,,
264,test_033,,
265,test_038,,
266,test_040,,
267,test_046,,
268,test_051,,
269,tumor_033,,
270,test_052,,
271,test_061,,
272,tumor_081,,
273,test_064,,
274,test_065,,
275,test_068,,
276,test_069,,
277,test_071,,
278,test_073,,
279,test_074,,
280,test_079,,
281,test_082,,
282,test_084,,
283,test_090,,
284,tumor_108,,
285,test_092,,
286,test_097,,
287,test_099,,
288,test_104,,
289,test_105,,
290,test_110,,
291,tumor_015,,
292,test_113,,
293,test_114,,
294,test_116,,
295,test_117,,
296,test_121,,
297,test_122,,
298,tumor_055,,
299,tumor_070,,
300,tumor_038,,
301,tumor_032,,
302,tumor_035,,
303,tumor_025,,
304,tumor_005,,
305,tumor_058,,
306,tumor_030,,
307,tumor_053,,
308,tumor_048,,
309,tumor_026,,
310,tumor_047,,
311,tumor_066,,
312,tumor_057,,
313,tumor_071,,
314,tumor_083,,
315,tumor_085,,
316,tumor_043,,
317,tumor_104,,
318,tumor_087,,
