,train,val,test
168,normal_028,,
169,normal_076,,
170,normal_014,,
171,normal_023,,
172,normal_147,,
173,normal_013,,
174,normal_031,,
175,normal_094,,
176,normal_096,,
177,normal_102,,
178,normal_122,,
179,normal_015,,
180,normal_121,,
181,normal_110,,
182,normal_097,,
183,normal_022,,
184,normal_151,,
185,normal_067,,
186,normal_082,,
187,normal_123,,
188,normal_099,,
189,normal_140,,
190,normal_155,,
191,tumor_020,,
192,tumor_076,,
193,tumor_037,,
194,tumor_008,,
195,tumor_013,,
196,tumor_028,,
197,tumor_067,,
198,tumor_065,,
199,tumor_042,,
200,tumor_018,,
201,tumor_004,,
202,tumor_003,,
203,tumor_034,,
204,tumor_106,,
205,tumor_022,,
206,tumor_092,,
207,tumor_109,,
208,tumor_088,,
209,tumor_082,,
210,tumor_011,,
211,tumor_036,,
212,tumor_074,,
213,tumor_052,,
214,tumor_062,,
215,tumor_049,,
216,tumor_023,,
217,tumor_064,,
218,tumor_086,,
219,tumor_077,,
220,tumor_014,,
221,tumor_009,,
222,tumor_001,,
223,tumor_054,,
224,tumor_061,,
225,tumor_078,,
226,tumor_098,,
227,tumor_100,,
228,tumor_105,,
229,tumor_002,,
230,tumor_107,,
231,tumor_029,,
232,tumor_046,,
233,tumor_096,,
234,tumor_073,,
235,tumor_019,,
236,tumor_039,,
237,tumor_059,,
238,tumor_084,,
239,tumor_097,,
240,tumor_072,,
241,tumor_060,,
242,tumor_080,,
243,tumor_095,,
244,tumor_079,,
245,tumor_089,,
246,tumor_103,,
247,tumor_017,,
248,tumor_027,,
249,tumor_069,,
250,tumor_075,,
251,test_001,,
252,test_002,,
253,test_004,,
254,test_008,,
255,test_010,,
256,test_011,,
257,test_013,,
258,test_016,,
259,test_021,,
260,test_027,,
261,test_030,,
262,tumor_007,,
263,test_033,,
264,test_038,,
265,test_040,,
266,test_046,,
267,test_048,,
268,test_051,,
269,tumor_033,,
270,test_052,,
271,test_061,,
272,tumor_081,,
273,test_064,,
274,test_066,,
275,test_068,,
276,test_069,,
277,test_071,,
278,test_073,,
279,test_074,,
280,test_079,,
281,test_090,,
282,tumor_108,,
283,test_092,,
284,test_094,,
285,test_099,,
286,test_102,,
287,test_104,,
288,test_105,,
289,test_108,,
290,test_110,,
291,tumor_015,,
292,test_113,,
293,test_114,,
294,test_116,,
295,test_117,,
296,test_121,,
297,tumor_055,,
298,tumor_070,,
299,tumor_038,,
300,tumor_032,,
301,tumor_050,,
302,tumor_041,,
303,tumor_025,,
304,tumor_005,,
305,tumor_030,,
306,tumor_053,,
307,tumor_048,,
308,tumor_026,,
309,tumor_012,,
310,tumor_047,,
311,tumor_057,,
312,tumor_044,,
313,tumor_071,,
314,tumor_051,,
315,tumor_040,,
316,tumor_083,,
317,tumor_043,,
318,tumor_104,,
