,train,val,test
test_070,False,False,True
normal_030,False,False,True
test_017,False,False,True
normal_078,False,False,True
normal_104,False,False,True
normal_020,False,False,True
test_022,False,False,True
tumor_018,False,False,True
test_117,False,False,True
tumor_019,False,False,True
tumor_036,False,False,True
tumor_080,False,False,True
tumor_110,False,False,True
test_002,False,False,True
test_026,False,False,True
tumor_095,False,False,True
tumor_056,False,False,True
tumor_079,False,False,True
tumor_013,False,False,True
tumor_010,False,False,True
tumor_040,False,False,True
tumor_017,False,False,True
test_090,False,False,True
