,train,val,test
normal_014,True,False,False
normal_023,True,False,False
normal_147,True,False,False
normal_021,True,False,False
normal_013,True,False,False
normal_031,True,False,False
normal_096,True,False,False
normal_102,True,False,False
normal_122,True,False,False
normal_015,True,False,False
normal_121,True,False,False
normal_110,True,False,False
normal_050,True,False,False
normal_097,True,False,False
normal_022,True,False,False
normal_098,True,False,False
normal_123,True,False,False
normal_005,True,False,False
normal_099,True,False,False
normal_140,True,False,False
normal_155,True,False,False
tumor_020,True,False,False
tumor_076,True,False,False
tumor_037,True,False,False
tumor_008,True,False,False
tumor_028,True,False,False
tumor_067,True,False,False
tumor_065,True,False,False
tumor_042,True,False,False
tumor_004,True,False,False
tumor_003,True,False,False
tumor_006,True,False,False
tumor_034,True,False,False
tumor_106,True,False,False
tumor_022,True,False,False
tumor_111,True,False,False
tumor_068,True,False,False
tumor_092,True,False,False
tumor_088,True,False,False
tumor_036,True,False,False
tumor_074,True,False,False
tumor_062,True,False,False
tumor_010,True,False,False
tumor_099,True,False,False
tumor_049,True,False,False
tumor_064,True,False,False
tumor_086,True,False,False
tumor_077,True,False,False
tumor_014,True,False,False
tumor_009,True,False,False
tumor_001,True,False,False
tumor_054,True,False,False
tumor_061,True,False,False
tumor_091,True,False,False
tumor_102,True,False,False
tumor_101,True,False,False
tumor_045,True,False,False
tumor_100,True,False,False
tumor_105,True,False,False
tumor_002,True,False,False
tumor_107,True,False,False
tumor_029,True,False,False
tumor_046,True,False,False
tumor_073,True,False,False
tumor_016,True,False,False
tumor_024,True,False,False
tumor_019,True,False,False
tumor_093,True,False,False
tumor_110,True,False,False
tumor_039,True,False,False
tumor_059,True,False,False
tumor_084,True,False,False
tumor_097,True,False,False
tumor_072,True,False,False
tumor_060,True,False,False
tumor_095,True,False,False
tumor_090,True,False,False
tumor_089,True,False,False
tumor_017,True,False,False
tumor_027,True,False,False
tumor_056,True,False,False
tumor_069,True,False,False
tumor_075,True,False,False
test_001,True,False,False
test_002,True,False,False
test_004,True,False,False
test_010,True,False,False
test_011,True,False,False
test_013,True,False,False
test_016,True,False,False
test_021,True,False,False
test_026,True,False,False
test_027,True,False,False
test_029,True,False,False
test_030,True,False,False
tumor_007,True,False,False
test_033,True,False,False
test_038,True,False,False
test_046,True,False,False
test_048,True,False,False
test_051,True,False,False
test_061,True,False,False
tumor_081,True,False,False
test_064,True,False,False
test_065,True,False,False
test_066,True,False,False
test_068,True,False,False
test_069,True,False,False
test_071,True,False,False
test_074,True,False,False
test_075,True,False,False
test_079,True,False,False
test_082,True,False,False
test_084,True,False,False
test_090,True,False,False
tumor_108,True,False,False
test_092,True,False,False
test_094,True,False,False
test_102,True,False,False
test_104,True,False,False
test_105,True,False,False
test_108,True,False,False
test_110,True,False,False
tumor_015,True,False,False
test_113,True,False,False
test_114,True,False,False
test_117,True,False,False
test_121,True,False,False
test_122,True,False,False
tumor_055,True,False,False
tumor_070,True,False,False
tumor_038,True,False,False
tumor_050,True,False,False
tumor_041,True,False,False
tumor_035,True,False,False
tumor_025,True,False,False
tumor_005,True,False,False
tumor_058,True,False,False
tumor_030,True,False,False
tumor_026,True,False,False
tumor_012,True,False,False
tumor_066,True,False,False
tumor_057,True,False,False
tumor_071,True,False,False
tumor_051,True,False,False
tumor_083,True,False,False
tumor_043,True,False,False
tumor_104,True,False,False
tumor_087,True,False,False
normal_148,False,True,False
test_103,False,True,False
test_112,False,True,False
normal_076,False,True,False
normal_066,False,True,False
normal_103,False,True,False
normal_108,False,True,False
test_025,False,True,False
normal_138,False,True,False
test_078,False,True,False
normal_002,False,True,False
test_080,False,True,False
test_036,False,True,False
normal_039,False,True,False
normal_093,False,True,False
normal_075,False,True,False
normal_048,False,True,False
normal_130,False,True,False
normal_029,False,True,False
test_005,False,True,False
normal_037,False,True,False
normal_006,False,True,False
normal_082,False,True,False
normal_124,False,True,False
tumor_033,False,True,False
tumor_031,False,True,False
tumor_053,False,True,False
tumor_085,False,True,False
tumor_052,False,True,False
test_073,False,True,False
test_099,False,True,False
tumor_079,False,True,False
tumor_080,False,True,False
tumor_063,False,True,False
tumor_078,False,True,False
tumor_047,False,True,False
tumor_021,False,True,False
tumor_109,False,True,False
tumor_018,False,True,False
tumor_103,False,True,False
normal_151,False,False,True
normal_087,False,False,True
test_055,False,False,True
normal_139,False,False,True
normal_052,False,False,True
normal_065,False,False,True
test_006,False,False,True
normal_045,False,False,True
normal_128,False,False,True
test_045,False,False,True
test_111,False,False,True
normal_067,False,False,True
test_062,False,False,True
test_081,False,False,True
normal_077,False,False,True
test_023,False,False,True
test_101,False,False,True
normal_094,False,False,True
test_088,False,False,True
test_100,False,False,True
normal_034,False,False,True
test_015,False,False,True
test_057,False,False,True
normal_135,False,False,True
tumor_048,False,False,True
tumor_011,False,False,True
tumor_044,False,False,True
test_116,False,False,True
tumor_094,False,False,True
tumor_098,False,False,True
tumor_032,False,False,True
test_008,False,False,True
tumor_096,False,False,True
test_097,False,False,True
test_052,False,False,True
tumor_013,False,False,True
tumor_040,False,False,True
test_040,False,False,True
tumor_023,False,False,True
tumor_082,False,False,True
