,train,val,test
test_018,False,False,True
normal_058,False,False,True
test_098,False,False,True
test_096,False,False,True
normal_157,False,False,True
normal_116,False,False,True
test_077,False,False,True
test_102,False,False,True
test_094,False,False,True
tumor_044,False,False,True
tumor_022,False,False,True
tumor_099,False,False,True
tumor_111,False,False,True
tumor_050,False,False,True
tumor_069,False,False,True
test_021,False,False,True
tumor_012,False,False,True
tumor_090,False,False,True
tumor_082,False,False,True
tumor_042,False,False,True
tumor_109,False,False,True
tumor_029,False,False,True
tumor_021,False,False,True
